时间,标题,内容,记者
2019年3月5日,"
高雄市长将访港澳深厦 北京强调基于九二共识交流
",台湾国民党人气窜高的高雄市长韩国... 据台媒报道，就任高雄市长两个多月的韩国瑜3月4日召开市政府两岸小组首次会议，宣布3月22至28日赴香港、澳门、深圳和厦门，展开经贸交流，争取合作机会... 发言人安峰山问答形式的书面新闻稿，确认韩国瑜率高雄市参访团访问这4个城市，“开展交流合作”，并强调“欢迎并支持在‘九二共识’基础上，开展两岸城市交流合作，共同增进两岸同胞利益福祉, 海彦
2019年3月3日,"
VOA专访台湾前副总统吕秀莲：让台湾就当台湾
",美国的规格其实也是取决于中国的态度，其实陈水扁当选就任的时候，一心一意想跟中国改善关系，因为在那之前南北韩刚举行高峰会，韩国总统金大中获得2000年诺贝尔奖，所以陈水扁的目标也希望跟中国两岸关系好，他当然也希望得诺贝尔奖，结果发现当他努力跟中国改善关系，中国并不领情... 记者： 您怎么看特朗普时代的美中台关系... , 樊冬宁
2019年3月3日,"
前台湾总统陈水扁发视频 从当年过境纽约谈蔡访美 预料2020三强鼎立
","美国之音针对美台关系40年在台北采访了多位不同党派的政治人物，“保外就医”的前总统陈水扁无法接受专访... 陈水扁总统在他的脸书视频中特别谈到了《台湾关系法》和美国军售台湾的重要性，陈水扁对于美国的“一中政策”以及“台湾地位未定论”也提出了他身为前任台湾领导人第一手的观察与诠释... 所以呢，我们就能知道说，今天台美的关系，两岸的问题,美国政府他的立场，他的主张... ", 樊冬宁
2019年3月3日,"
《海峡论谈》专访前台湾副总统吕秀莲 谈美台关系40年
",吕秀莲除了谈到40年前美台断交的历史与随后发生的“美丽岛事件”，是如何改变她个人与台湾的命运之外，也在专访中针对目前美中两国竞争“龙鹰大战”下的台湾，究竟应该采取怎样的策略因应，提出她的构想。, 樊冬宁
2019年3月3日,"
前台湾总统陈水扁从当年过境纽约谈蔡访美 预料2020三强鼎立
",陈水扁通过脸书视频回顾八年总统任期内美台关系的风风雨雨，并从他当年风光过境纽约谈到蔡英文是不是有可能到美国首都华盛顿访问并到美国国会演说? 因“扁柯会”受瞩目的陈水扁也对台湾2020总统大选提出“三强鼎立”的评估，并谈到美国在台湾民主化过程中所扮演的角色，以及“中国因素”是否可能再次影响台湾2020的总统大选?, 樊冬宁
2019年3月2日,"
美专家：未来12至18个月中国加大对台施压或触发新危机
",对于美国方面，华盛顿的政策变化或美中关系进一步恶化都可能提供一些警告指标... 切斯就防范台海危机为华盛顿“应变计划”提出几个政策选项，包括鼓励北京与台北改善沟通管道避免双方关系破裂；加强美台关系强化台湾对中国的威慑态势，这包括透过军售和协助台湾发展创新防卫战略；华盛顿或许也... , 锺辰芳
2019年3月2日,"
美国海军在台湾海峡向北京发出信息
",今年2月，美国海军两艘舰船通过台湾海峡... 这是2018年以来的第四次类似行动... 一些亚洲问题学者本星期表示，这一举措显示了华盛顿对面临中国威胁的台湾日益增强的支持... 观察人士指出，美国军舰的穿越行动是向中国表明，美国... 在过去的一年里，美国总统特朗普在贸易关税问题上跟中国对阵，使两国间的关系增添了摩擦... 杨念祖说，中国会“小心地计算”未来的行动是否会导致与华盛顿的关系出现恶化, 詹宁斯
2019年3月1日,"
美众议员约霍：我告诉中国外长台湾是一个民主国家
",过去曾经有人提过邀请中国国家主席习近平到国会发表演说，他认为那“也是个坏主意”，“我不认为目前中国大陆与台湾的关系，已经到了我们应该邀请两位总统其中任一位来向国会发表演说的时候... 奥尔布赖特说，40年前她任职于白宫国安会时即参与美中关系正常化的过程，她认为这个过程中最重要的发展之一就是有了《台湾关系法》，这部法律指引了美国与台湾的关系以及这个关系的维系... , 锺辰芳
2019年2月28日,"
香港移民顾问：港人移民台湾不受习近平促统讲话影响
","有移民顾问公司负责人表示，中国国家主席习近平今年1月初提出一国两制台湾方案达成两岸统一，对港人移民台湾的意欲没有影响，他们认为习近平只是老调重弹，相信可见的将来两岸都不会实现统一... 年轻的市民表示如有... 习近平促统讲话无阻港人移民台湾
记者问及今年1月2日中国国家主席习近平发表促统的谈话，提出一国两制台湾方案达成两岸统一，对港人移民台湾的意欲有没有影响... ",
2019年2月28日,"
蔡英文：为了228事件真相，转型正义工作将持续下去
",台湾总统蔡英文出席228事件纪念活动时表示，为了历史真相以及不再犯同样的错误，转型正义的工作将会持续下去... 不过，在野党国民党主席吴敦义则批评，蔡政府大搞意识形态，助长台湾社会的分裂与仇恨... 另一方面，台湾最大在野党国民党主席吴敦义发表声明指出，228事件令人遗憾与不舍，希望民众能谨记228的历史教训，台湾社会内部要团结，两岸关系也要持续和平稳定发展，才是人民之福... , 张永泰
2019年2月28日,"
美智库报告：中国是台湾党派之争最大受益者
",一个新发布的美国智库报告说，台湾在民主与安全之间面对... 指出，台湾选民已经通过2008年及2016年的两次总统选举，显示他们宁愿轮流替换执政党以避免两岸关系过度朝某一党的立场倾斜，但是”这种“投票形态及明显的偏好现状，却没有被任何领导人用来型塑一个如何与中国维持稳定关系的中间共识(centrist consensus)，甚至初步探索如何解决与北京之间的根本分歧... , 锺辰芳
2019年2月27日,"
中国军机、美国军舰再次先后亮相台湾海峡地区
",多家媒体引台湾国防部消息星期三（2月27日）报道，中国军方轰6型（H-6）轰炸机当天下午从中国广东省沿海基地陆续出海升空，朝南中国海飞行，进行例行长航训练之后，已经飞返驻地... 台湾国防部强调，中国军机活动全程，台军方均依规定运用联合情监侦，并派遣机、舰监侦掌握与因应，“请国人放心... 台湾国防部没有具体说明中国军方这次出动多少架军机出海训练... 这是中国军机一个月之内又... , 美国之音
2019年2月27日,"
强调统一 北京间接回应台湾国民党倡议两岸签和平协议
",继台湾的中国国民党主席吴敦义等人士提出两岸和平协议的议题后，中国国台办回应说，只要是有利于维护台海和平，有利于推进和平统一，都可以由两岸双方、社会各界来共同探讨... 北京宣称台湾是有待统一的省份，而且从未宣布放弃对其使用武力... 安峰山在新闻发布会上批评台湾的民进党政府无视台湾民众对两岸关系和平发展的渴望，并说这样做只会损害台湾同胞的切身利益，葬送台湾的前途和未来, 美国之音
2019年2月27日,"
美学者：提供台湾足够军备是避免台海战事最佳方式
",中国武力攻台台湾能够支撑多久... 美国、日本及其他国家是否出兵协防台湾... 这个问题自上星期台湾总统蔡英文在美国有线电视CNN的专访中表示，台湾有能力承受中国第一波攻击后，再度成为许多人关注的话题，不过美国专家说，中国是否武力... 中国外交部发言人陆慷在星期二的例行记者会上说，中方已就此向美方表达关切，中国坚决反对美国采取的挑衅行为，这无助于台海和平稳定、无助于中美关系发展... , 锺辰芳
2019年2月26日,"
中国抗议两艘美国军舰通过台湾海峡
",中国外交部发言人陆慷2月26日表示反对美国军舰通过台湾海峡... 陆慷在例行记者会上说，中国已经就美国军舰通过台湾海峡表明立场，向美国表达关切... 他说：“我们坚决反对美方采取的挑衅行为，这无助于台海和平稳定、无助于中美关系发展... 美国军舰在台湾海峡的航行是美国在国际海域进行航行自由行动的一部分，也被认为是特朗普政府展示对台湾的支持... 美军太平洋舰队星期一晚间宣布两艘军舰星期一... , 杨明
2019年2月26日,"
台学者：民进党阻挡两岸签署和平协议是基于选举考量
","他说：“国民党这次很可能会有一个对于两岸关系有前瞻性的做法出现，可能会对民进党的选情越来越不利，所以(民进党)焦虑，于是铤而走险、放手一搏，就是这样的思维方式... 不过，台湾总统蔡英文指出，台湾社会不会接受... 宪法一中
新时代智库发起人莊淇铭教授表示，中华民国宪法增修条文讲得非常清楚，就是为了因应国家统一的需要，两岸人民关系条例也明定台湾地区与大陆地区... ", 张永泰
2019年2月25日,"
台国防部长：台湾有先发制人能力，但是不会发动第一击
","台湾国防部长严德发星期一(2月25号)在立法院外交及国防委员会接受质询时表示，面对两岸情势，台湾在军事上有先发制人的能力，但是不会发动第一击... 他说：“根据总统的国家战略，我们是防卫固守、有效吓阻、重层吓阻的... 夺台任务
此外，被认为有意问鼎总统的台北市长柯文哲日前表示，台湾目前实施募兵制，年轻人又不爱当兵，万一两岸发生冲突，台湾国军是否能撑的过2天... ", 张永泰
