时间,标题,内容,记者
2020年11月13日,"
台陆委会民调：台湾超90%民众反对中国的军事威胁
",一项民意调查显示，台湾超过90%的民众反对中国大陆对台湾的军事威胁... 这是台湾大陆委员会星期四（11月12日）公布的调查结果之一... 除了90.3%的民众反对中国武力威胁台湾之外，87.1%的民众反对中共... 不过，也有32.6%民众认为当前两岸交流速度“太慢... 对于台湾未来以及两岸关系的发展由谁决定，86.4%的台湾民众认为应该由台湾2300万民众说了算，维持长期稳定的态势, 美国之音
2020年11月12日,"
美国总统大选后的台海前景：邀蔡英文访美还是低调降温？
",美国与台海两岸的三边关系错综复杂，数十年来华盛顿在台北与北京的关系扮演重要的平衡角色，特朗普在候任总统时与蔡英文的通话打破了几十年来的外交惯例，近两年来在与中国的关系上更加强硬，他的政府对台北的支持力度也不断增强，双方官员都说，这是美台关系的最佳时期... 我预期美台之间的社会连结只会不断增长，无论是谁在白宫，因为双方的关系是基于共同价值及日益增加的战略利益... , 锺辰芳
2020年11月11日,"
美台将经济对话，中国敦促美国停止提升与台实质关系
",台湾经济部次长陈正祺星期二表示，利用台美经济伙伴关系这个名称可以让全世界知道台美在经济战略上具有伙伴关系，目的是与与美国建立更深化、更全面、更高层的经济战略伙伴关系... 他还说“任何挟洋自重、妄图破坏两岸关系的图谋和行径，注定不会得逞... 相对于美台关系迅速、不断升温，美中关系则已经跌到几十年来的最低点... , 赵婉成
2020年11月11日,"
蓬佩奥：副国务卿克拉奇将率团与台湾展开经济对话
",美国国务卿蓬佩奥星期二(11月10日)宣布，美国副国务卿克拉奇将率领美方代表团在11月20日与台湾举行经济繁荣伙伴对话... 蓬佩奥在国务院举行的记者会上说：“这项对话显示我们与有着生机勃勃的民主并且是我们的可靠合作伙伴的台湾有着牢固和不断发展的经济关系... 蓬佩奥说，这次对话在美国举行，由美国在台协会和驻美国台北经济文化代表处主办... 资料照片：台湾总统蔡英文在台北与美国副... , 美国之音
2020年11月10日,"
台湾参与WHA受挫 陆委会批中共把政治考量凌驾于健康之上
",国际社会广泛支持台湾参与WHA之际，中共再次以片面设定的“一中原则”阻挠台湾，充分证明中共把政治考量凌驾于健康之上，罔顾台湾人民健康权益，其僵化思维及干扰作为更阻碍两岸关系正向发展... 努力成果的机会以及取得重大公共卫生资讯的重要来源，台湾自2017年以来四度无法出席，对台湾及世界卫生组织都是一大损失，国民党表示，大陆当局打压或恫吓台湾无助于两岸关系的推动及发展... , 赵婉成
2020年11月9日,"
台陆委会主委：美国大选后 中国对台将加大“以武逼和”
",陈明通主委答复说，蔡英文总统呼吁两岸促成有尊严、有意义的对话与所谓的蔡习会是两回事，他认为，炒作马习会及蔡习会的话题完全没有意义，因为中国已经定调马习会是中国国家领导人接见台湾地区... 淡江大学两岸关系研究中心主任张五岳还在会上表示，尽管拜登与特朗普在防疫问题、多边议题及环境保护等方面的看法不同，但是在台湾、香港、新疆、西藏、南中国海、人权及民主等议题上并没有很大... , 张永泰
2020年11月9日,"
中国军力崛起是美国总统的难题
",在涉及美国的部分，埃利斯说，除非或直到美国能调整对地区承诺，否则要遵守那些承诺，美国必须做的事情包括重新审视采购优先顺序、作战理念、部署态势，以及与地区伙伴的政治军事关系... 的行动，包括受到疫情及经济放缓影响的习近平试图从国外寻求民族主义的胜利；更具杀伤力的解放军有更多军事选项；要逆转特朗普政府与台湾更紧密的关系，以及中共视美国为“无可救药地分裂和混乱... , 锺辰芳
2020年11月7日,"
台湾民调：多数人认为拜登若当选未来美台关系不变
",据台湾中央社等报道，中华亚太菁英交流协会11月7号举行记者会，发布“美国总统大选与两岸关系发展”的调查结果，并邀请多名两岸关系、国际关系学者与谈... 王智盛还表示，在政党倾向为民进党的受访者中，49.9%的人认为台美关系将维持现状，倾向为国民党的受访者持想同态度的多达55.5 %；政党倾向为民进党的受访者中，有6.4%认为未来会... 报道表示，对于拜登上台后未来4年的... , 海彦
2020年11月7日,"
美国为何2020年多次对台军售？
",的战略研究教授黄介正（Alexander Huang）说：“华盛顿与台湾的共识可能是中国的威胁正在增强，两岸的平衡正在严重倾斜，而过去的台湾武器采购战略过于注重武力对武力的能力，而... research organization）2019年7月的一份研究报告称，在前两任美国总统任期内，对台军售经常被推迟或中止，原因是华盛顿担心与中国的关系或是台湾的政治分歧... , 詹宁斯
2020年11月6日,"
美台又签军售合约 保证台海军未来9年海用弹药需求
",台湾与美国已签署一项30.6亿新台币的武器采购协议，这项采购案将为台湾海军各型... 近期美中关系急剧恶化到数十年来的最低点，双方在安全、科技、新冠疫情，人权、香港和新疆等问题上冲突不断... 严重违反一个中国原则和中美三个联合公报特别是“八一七”公报规定，干涉中国内政，严重损害中国主权和安全利益，向台独分裂势力发出错误信号，严重损害中美关系和台海和平稳定中方对此坚决反对... , 美国之音
2020年11月6日,"
欧美等多国呼吁世卫组织邀请台湾参与世界卫生大会
","在第73届世界卫生大会（WHA）即将召开之际，美国等欧美众多国家及代表联名致信世界卫生组织（WHO），呼吁将台湾纳入即将召开的年度大会... 由于今年的新冠肺炎全球大流行，世界卫生大会改为在11月9日至14日线上举行... 在今年5月的线上会议上，台湾没有收到邀请... 美国要求
近日，美国敦促世界卫生组织总干事谭德塞（Tedros Adhanom... 这封信由福尔摩沙... ", 美国之音
2020年11月6日,"
中共搞家庭储备应急物资，媒体人：从老百姓身上榨油
",北京资深媒体人高瑜说，中国当局要求全国家庭储备应急物资，让老百姓自然而然就联想到目前紧张的美中关系和台海关系，尽管她并不认为美中关系紧张以及台海局势紧张，会导致战争的爆发... 她说：“从中美关系交恶之后，中国今年已经举行了30多场实弹演习，虽然演习都没出内海，但是在国内的宣传来看，特别是抗美援朝他（习近平）那个讲话，人们就看到了‘美帝野心狼’要侵犯我们了... , 杨明
2020年11月6日,"
美大选结果未明 台人关注对台政策走向
",美台商业协会会长韩儒伯(Rupert Hammond-Chambers)上星期在一场关于美台经济关系的讨论中就指出，在拜登主政下，他的政府在与中国的关系方面会有自己的优先事项要处理，他本人和他的团队都已经表明，气候变化将是一个重要议题，这个议题也会在美... 不过陈方隅也提醒台湾人要习惯，在拜登政府主政下美台关系可能转趋低调，不会像过去4年曝光率那么高... , 锺辰芳
2020年11月6日,"
美国向台湾出售进攻性武器 助台提高威慑力
",美国最近批准了几项重大对台军售方案，与以往不同的是这轮军售案中包括了... 台湾国防部说，美国这轮武器装备是美国“持续依《台湾关系法》及《六项保证》再次供售我所需之防御性武器，强化我整体防卫战力... 美国在台协会”在其官网上登出的一份已经解密的白宫备忘录显示，里根总统曾指示当时的国务卿与国防部长，如果中国不能承诺和平解决两岸问题，美国将继续对台提供足以防卫中国威胁的军备... , 孙承
2020年11月5日,"
美国总统大选结果胶着之际 蔡英文强调台湾将与美国新总统深化合作
",美国总统大选目前还没有完成全部计票工作... 台湾各界对这次大选结果保持高度... 国民党主席江启臣星期三则强调，台美双边关系不会因为谁赢得这场大选而发生根本性变化，中华民国必须持续争取美国跨党派的理解和支持，押宝任一美国政党的政府都是短视的；无论美国哪一个党当选，国民党会持续保持与美国朝野各界的关系... 上星期蔡英文还特地召开国安高层会议，就如何深化台美、稳定两岸关系进行讨论... , 赵婉成
2020年11月4日,"
两周内第3批军售 美批准售台四架无人机
",美国国务院批准向台湾出售四架无人机，国防安全合作局星期二(11月3日)已就此通知国会... 这是美国政府两星期内第3次就对台军售通知国会... 这四架无人机是通用原子能公司(General Atomics)制造的MQ-9B“海上卫士”(Sea Guardian)无人机... 国防安全合作局发布的... 台湾政府感谢美国政府持续以具体行动履行《台湾关系法》及“六项保证”对台湾的安全承诺... , 锺辰芳
